School Name,City,Country,URL
Dimensions International College,Singapore,Singapore,
Dover Court International School,Singapore,Singapore,
Dover Court International School Singapore,,Singapore,
Dulwich College (Singapore),Singapore,Singapore,
Dynamics International School,Singapore,Singapore,
EtonHouse International Research Pre-School,,Singapore,
EtonHouse International School Broadrick,Singapore,Singapore,
EtonHouse International School Orchard,Singapore,Singapore,
EtonHouse International School Pte Ltd,,Singapore,
EtonHouse International School Thomson,Singapore,Singapore,
Furen International School,Singapore,Singapore,
GEMS World Academy (Singapore),Singapore,Singapore,
GEMS World Academy Singapore,Singapore,Singapore,
GESS,Singapore,Singapore,
GIG International School,Singapore,Singapore,
German European School Singapore,,Singapore,
Global Indian International School,Singapore,Singapore,
Global Indian International School Pte Ltd,,Singapore,
Global Indian International School Singapore,Singapore,Singapore,
HFSE International School,Singapore,Singapore,
Hillside World Academy,Singapore,Singapore,
ISS International School,Singapore,Singapore,
"ISS International School, Singapore",Singapore,Singapore,
Insworld Institute,Singapore,Singapore,
Integrated International School,Singapore,Singapore,
International Community School Singapore,Singapore,Singapore,
International School Singapore,Singapore,Singapore,
Invictus International School - Centrium,Singapore,Singapore,
Invictus International School - Dempsey,Singapore,Singapore,
Kindle Kids International School,Singapore,Singapore,
Lycée Francais de Singapour,Singapore,Singapore,
Melbourne Specialist International School,Singapore,Singapore,
Middleton International School,Singapore,Singapore,
NPS International School,Singapore,Singapore,
Olympiad International School,Singapore,Singapore,
One World International School,Singapore,Singapore,
Overseas Family School,Singapore,Singapore,
Razum International School Singapore,Singapore,Singapore,
Rosemount International School,Singapore,Singapore,
San Yu Adventist School,Singapore,Singapore,
Singapore Korean International School,Singapore,Singapore,
Sir Manasseh Meyer International School,Singapore,Singapore,
St Francis Methodist School,Singapore,Singapore,
St. Joseph's Institution,Singapore,Singapore,
St. Joseph's Institution International,Singapore,Singapore,
St. Josephs Institution International,,Singapore,
Stamford American International School,Singapore,Singapore,
Swiss School in Singapore,Singapore,Singapore,
Tanglin Trust School,Singapore,Singapore,
The Grange Institution,Singapore,Singapore,
The Little Skool-House International Pte Ltd,,Singapore,
The Perse School Singapore,Singapore,Singapore,
The Winstedt School,Singapore,Singapore,
UWC South East Asia,Singapore,Singapore,
United World College of South East Asia,,Singapore,
United World College of South East Asia (Dover Campus),Singapore,Singapore,
United World College of South East Asia - Dover Campus,Singapore,Singapore,
United World College of South East Asia - East Campus,Singapore,Singapore,
Waseda Shibuya Senior High School,Singapore,Singapore,
Yuvabharathi International School,Singapore,Singapore,
Brilliant Stars International Primary School & Kindergarten,Bratislava,Slovakia,
C.S. Lewis Bilingual High School,Bratislava,Slovakia,
Deutsche Schule Bratislava,Bratislava,Slovakia,
English International School of Bratislava,Bratislava,Slovakia,
Galileo School,Bratislava,Slovakia,
Kings Schools International,Bratislava,Slovakia,
Kings Schools International Bratislava,Bratislava,Slovakia,
QSI International School of Bratislava,Bratislava,Slovakia,
SBG BESST,Trnava,Slovakia,
British International School of Ljubljana,Ljubljana,Slovenia,
Woodford International School,,Solomon Islands,
Abbotts College,Cape Town,South Africa,
African Leadership Academy,Johannesburg,South Africa,
Alma Mater International School,Johannesburg,South Africa,
American International School of Cape Town,Cape Town,South Africa,
American International School of Johannesburg,Johannesburg,South Africa,
Auburn House Montessori School,Cape Town,South Africa,
Bishops Diocesan College,Cape Town,South Africa,
Blouberg International School,Cape Town,South Africa,
British International Preparatory School,Johannesburg,South Africa,
CBC St John's,Cape Town,South Africa,
Cape Town French School,Cape Town,South Africa,
Cedar House,Cape Town,South Africa,
Charter College International High School,Johannesburg,South Africa,
Constantia Waldorf School,Cape Town,South Africa,
Dainfern College,Johannesburg,South Africa,
Daybridge International Study Centre,Johannesburg,South Africa,
Deutsche Internationale Schule Johannesburg,Johannesburg,South Africa,
El Shaddai Christian School,Cape Town,South Africa,
Elkanah House,Cape Town,South Africa,
Enko Sandton,Johannesburg,South Africa,
Generation Schools - Sunningdale Campus,Cape Town,South Africa,
German International School Cape Town,Cape Town,South Africa,
Helderberg International School,Cape Town,South Africa,
Herschel Girls School,Cape Town,South Africa,
Hout Bay International School,Cape Town,South Africa,
IES Hout Bay International School,,South Africa,
International School of Cape Town,Cape Town,South Africa,
International School of Cordoba,Johannesburg,South Africa,
International School of Helderberg,Cape Town,South Africa,
International School of South Africa,Mafikeng,South Africa,
Jacaranda International School,Centurion,South Africa,
M.E.L. International School,Johannesburg,South Africa,
Parklands College,Cape Town,South Africa,
Reddam House Atlantic Seaboard,Cape Town,South Africa,
Reddam House Bedfordview,Johannesburg,South Africa,
Reddam House Helderfontein,Johannesburg,South Africa,
Reddam House Somerset,Cape Town,South Africa,
Reddam House Waterfall,Johannesburg,South Africa,
Somerset College,Cape Town,South Africa,
South African College High School,Cape Town,South Africa,
Springfield Convent School,Cape Town,South Africa,
St Cyprian's School,Cape Town,South Africa,
St George's Grammar School,Cape Town,South Africa,
St John's College,Johannesburg,South Africa,
St Joseph's Marist College,Cape Town,South Africa,
St Peter's Schools,Johannesburg,South Africa,
St Stithians College,Johannesburg,South Africa,
Star College,Cape Town,South Africa,
Star College Johannesburg (Horizon High School),Johannesburg,South Africa,
Stellenbosch Waldorf School,Cape Town,South Africa,
Taal-net International School Johannesburg,Johannesburg,South Africa,
The American International School of Johannesburg,Johannesburg,South Africa,
Asia Pacific International School,Seoul,South Korea,
Branksome Hall Asia,Jeju,South Korea,
British International Academy,,South Korea,
Busan Foreign School,,South Korea,
Chadwick International,,South Korea,
Chadwick International School,Seoul,South Korea,
Cheongna Dalton School,Seoul,South Korea,
Daegu International School,,South Korea,
Dulwich College Seoul,Seoul,South Korea,
Dwight School Seoul,Seoul,South Korea,
German School Seoul International,Seoul,South Korea,
Global Christian Foreign School,Seoul,South Korea,
Gyeongnam International Foreign School,,South Korea,
Hyundai Foreign School,Ulsan,South Korea,
International Christian School - Pyeongtaek,,South Korea,
Korea Foreign School,Seoul,South Korea,
Korea International School Jeju Campus,Jeju,South Korea,
Korea International School Pangyo Campus,Seoul,South Korea,
Korea International School Seoul,Seoul,South Korea,
Korea International School-JeJu Campus,,South Korea,
Lycée Francais de Séoul,Seoul,South Korea,
Lycée International Xavier,Seoul,South Korea,
Namsan International Kindergarten,,South Korea,
North London Collegiate School Jeju,Jeju,South Korea,
Saint Paul Preparatory Seoul,Seoul,South Korea,
Seoul Academy,Seoul,South Korea,
Seoul Foreign School,Seoul,South Korea,
Seoul International School,Seoul,South Korea,
Seoul Scholars,Seoul,South Korea,
St. Johnsbury Academy Jeju,Jeju,South Korea,
Taejon Christian International School,,South Korea,
The British Prep,Seoul,South Korea,
Yongsan International School of Seoul,Seoul,South Korea,
Agora International School Barcelona,Barcelona,Spain,
Agora International School Madrid,Madrid,Spain,
Agora Portals International School,Mallorca,Spain,
Agora Sant Cugat International School,Barcelona,Spain,
Aloha College Marbella,Malaga / Costa Del S,Spain,
American School of Barcelona,Barcelona,Spain,
American School of Valencia,Valencia,Spain,
Aquinas American School,Madrid,Spain,
Baleares International College,Mallorca,Spain,
Baleares International College Sant AgustÃ­,Palma,Spain,
"Baleares International College, Majorca",Majorca,Spain,
Bellver International College,Mallorca,Spain,
Benjamin Franklin International School,Barcelona,Spain,
British Council School of Madrid,Madrid,Spain,
British School Alzira,Valencia,Spain,
British School Xativa,Valencia,Spain,
British School of Valencia,Valencia,Spain,
Casa del Mar Montessori School,Malaga / Costa Del S,Spain,
Casvi International American School,Madrid,Spain,
City Country School,Madrid,Spain,
Colegio Base,Madrid,Spain,
Colegio Internacional Ausias March,Valencia,Spain,
Colegio San Patricio,Madrid,Spain,
Colegio Suizo Madrid,Madrid,Spain,
Costa Blanca International College,Alicante / Costa Bla,Spain,
Cumbres School Valencia,Valencia,Spain,
Dallington School,Madrid,Spain,
Den Norske Skole Costa Blanca,Alicante / Costa Bla,Spain,
Deutsche Schule Barcelona,Barcelona,Spain,
Deutsche Schule Madrid,Madrid,Spain,
Deutsche Schule Valencia,Valencia,Spain,
ES International School,,Spain,
ES International School  - Barcelona Campus,Barcelona,Spain,
Edelweiss School,Valencia,Spain,
El Farol International Waldorf-Steiner School,Malaga / Costa Del S,Spain,
El Limonar International School Villamartin,Alicante / Costa Bla,Spain,
El Plantio International School,Valencia,Spain,
El PlantÃ­o International School of Valencia,,Spain,
Elian's British School of La NucÃ­a,Alicante / Costa Bla,Spain,
Endaze British International School,Madrid,Spain,
English Academy Santa Claus,Barcelona,Spain,
English School Los Olivos,Valencia,Spain,
Escola Global,Mallorca,Spain,
Escola internacional del camp de Salou,Tarragona,Spain,
European School of Alicante,Alicante / Costa Bla,Spain,
European School of Madrid,Madrid,Spain,
Evangelical Christian Academy,Madrid,Spain,
Everest School Monteclaro,Madrid,Spain,
GRESOL International-American School,,Spain,
GSD International School Buitrago,,Spain,
Green Valley School,Mallorca,Spain,
Hamelin-Laie International School,Barcelona,Spain,
Highlands School Barcelona,Barcelona,Spain,
Highlands School Los Fresnos,Madrid,Spain,
Holy Mary British Catholic School,Madrid,Spain,
ISCAT International School of Catalunya,Barcelona,Spain,
Imagine Montessori School,Valencia,Spain,
International School Levante,Valencia,Spain,
International School San Patricio Toledo,Madrid,Spain,
International School at Sotogrande SL,,Spain,
International School of Madrid,Madrid,Spain,
John Talabot School,Barcelona,Spain,
Kensington School,Barcelona,Spain,
King's College,Murcia,Spain,
King's College The British School of Madrid - ChamartÃ­n,Madrid,Spain,
King's College The British School of Madrid - La Moraleja,Madrid,Spain,
King's College The British School of Murcia,Alicante / Costa Bla,Spain,
Kings College The British School of Madrid,,Spain,
LIFE International School,Madrid,Spain,
La Devesa School Elche,Alicante / Costa Bla,Spain,
Laude The Lady Elizabeth School,Alicante / Costa Bla,Spain,
Lighthouse American School,Madrid,Spain,
Little Acorns School,Madrid,Spain,
Lope de Vega International School,Alicante / Costa Bla,Spain,
LycÃ©e International Barcelona - Bon Soleil,,Spain,
Lycée Francais International d'Alicante Pierre Deschamps,Alicante / Costa Bla,Spain,
Lycée Francais de Barcelone,Barcelona,Spain,
Lycée Francais de Gavà Bon Soleil,Barcelona,Spain,
Lycée Francais de Madrid,Madrid,Spain,
Lycée Francais de Palma,Mallorca,Spain,
Lycée Francais de Valence,Valencia,Spain,
Lycée Moliére,Madrid,Spain,
MIRABAL INTERNATIONAL SCHOOL,,Spain,
MIT School Malaga,Malaga / Costa Del S,Spain,
Mas Camarena Private Bilingual School,Valencia,Spain,
Mayfair International Academy,Malaga / Costa Del S,Spain,
Muntori Bilingual School,Alicante / Costa Bla,Spain,
Myschool -  Mallorca International School,Mallorca,Spain,
NovaSchool Sunland International,Malaga / Costa Del S,Spain,
Numont School,Madrid,Spain,
Palma College,Mallorca,Spain,
Phoenix International School,Alicante / Costa Bla,Spain,
Queen's College,Mallorca,Spain,
Queens British Grammar School,Malaga / Costa Del S,Spain,
Richmond International School,Barcelona,Spain,
SEK El Castillo International School,Madrid,Spain,
SEK International School - El Castillo,Madrid,Spain,
SEK International School - Santa Isabel Madrid,Madrid,Spain,
SEK International School Atlántico,,Spain,
San Alberto Magno Bilingual School,Alicante / Costa Bla,Spain,
Santa Clara International School,Barcelona,Spain,
Scandinavian School of Madrid,Madrid,Spain,
Schellhammer International School,Malaga / Costa Del S,Spain,
School Sa Llavor,Mallorca,Spain,
Schweizerschule Barcelona,Barcelona,Spain,
Skandinaviska Skolan Costa Blanca,Alicante / Costa Bla,Spain,
Sotogrande International School,Malaga / Costa Del S,Spain,
St. Anne's School,Madrid,Spain,
St. Anthony's College,Malaga / Costa Del S,Spain,
St. George Madrid,Madrid,Spain,
St. Patrick's International School,Barcelona,Spain,
St. Peter's School Barcelona,Barcelona,Spain,
St.Anthony's College,Malaga,Spain,
Svenska Skolan Marbella,Malaga / Costa Del S,Spain,
Svenska Skolan Palma de Mallorca,Mallorca,Spain,
THE BRITISH SCHOOL OF ARAGON,,Spain,
The Academy International School,Mallorca,Spain,
